"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"HBEGF",0,1.05028416249414,0.799,0.122,0,"6","HBEGF",0.677
"BCL2A1",0,1.03490673161762,0.91,0.273,0,"6","BCL2A1",0.637
"RAB311",0,1.03452955040325,0.846,0.129,0,"6","RAB31",0.717
"CD861",0,1.0228453004819,0.795,0.116,0,"6","CD86",0.679
"FCER1G1",0,1.00976453119567,0.982,0.33,0,"6","FCER1G",0.652
"CXCL31",0,1.00660356860214,0.613,0.088,0,"6","CXCL3",0.525
"CPVL1",0,0.999893000104411,0.808,0.135,0,"6","CPVL",0.673
"TGFBI1",0,0.998567089154238,0.868,0.211,0,"6","TGFBI",0.657
"TYROBP1",0,0.995434846569967,0.975,0.276,0,"6","TYROBP",0.699
"HCK1",0,0.989273695692464,0.828,0.156,0,"6","HCK",0.672
"PTGS2",0,0.982632135346797,0.721,0.095,0,"6","PTGS2",0.626
"CST32",0,0.976114442216431,0.981,0.363,0,"6","CST3",0.618
"CYBB1",0,0.975573774136366,0.921,0.184,0,"6","CYBB",0.737
"IGSF61",0,0.971104006530009,0.906,0.329,0,"6","IGSF6",0.577
"SLC15A31",0,0.964958682825946,0.66,0.064,0,"6","SLC15A3",0.596
"SERPINA11",0,0.957187387020549,0.823,0.186,0,"6","SERPINA1",0.637
"TREM11",0,0.950042418356191,0.55,0.054,0,"6","TREM1",0.496
"MMP19",0,0.946558346326715,0.499,0.04,0,"6","MMP19",0.459
"PILRA1",0,0.934877988436477,0.691,0.095,0,"6","PILRA",0.596
"FPR3",0,0.920866956302489,0.655,0.051,0,"6","FPR3",0.604
"CSF1R1",0,0.916950989949066,0.792,0.15,0,"6","CSF1R",0.642
"VEGFA1",0,0.908603511385495,0.651,0.105,0,"6","VEGFA",0.546
"STAB11",0,0.905907173840849,0.648,0.095,0,"6","STAB1",0.553
"DSE",0,0.896977621625668,0.789,0.138,0,"6","DSE",0.651
"FAM26F1",0,0.896004887486672,0.625,0.091,0,"6","FAM26F",0.534
"ETS21",0,0.886331465903407,0.841,0.225,0,"6","ETS2",0.616
"SPP1",0,0.876100502235675,0.516,0.068,0,"6","SPP1",0.448
"CCRL2",0,0.868548346213952,0.618,0.101,0,"6","CCRL2",0.517
"AQP9",0,0.868154742350236,0.454,0.034,0,"6","AQP9",0.42
"APOC1",0,0.857821976646669,0.465,0.045,0,"6","APOC1",0.42
"RAB20",0,0.856094890809501,0.568,0.047,0,"6","RAB20",0.521
"EPB41L3",0,0.852489583218571,0.588,0.06,0,"6","EPB41L3",0.528
"ANPEP1",0,0.84646446300893,0.606,0.085,0,"6","ANPEP",0.521
"MARCKS1",0,0.84307260333317,0.81,0.172,0,"6","MARCKS",0.638
"TNFSF131",0,0.834483401636962,0.658,0.102,0,"6","TNFSF13",0.556
"LILRB21",0,0.833475753599148,0.762,0.16,0,"6","LILRB2",0.602
"MRC1",0,0.833246547757343,0.601,0.032,0,"6","MRC1",0.569
"LY861",0,0.824792570664025,0.586,0.072,0,"6","LY86",0.514
"NCF21",0,0.819017385867021,0.712,0.139,0,"6","NCF2",0.573
"MS4A4A",0,0.818643987656894,0.486,0.034,0,"6","MS4A4A",0.452
"FCGR1A1",0,0.818287730462007,0.498,0.041,0,"6","FCGR1A",0.457
"SPI11",0,0.817347939336067,0.756,0.104,0,"6","SPI1",0.652
"PLAU",0,0.808238297822265,0.544,0.063,0,"6","PLAU",0.481
"MNDA1",0,0.795810455114283,0.714,0.119,0,"6","MNDA",0.595
"SLC8A11",0,0.794668894536401,0.754,0.124,0,"6","SLC8A1",0.63
"TREM2",0,0.789540372138704,0.414,0.014,0,"6","TREM2",0.4
"MAFB1",0,0.779627279818182,0.646,0.087,0,"6","MAFB",0.559
"IL1A",0,0.779607794800819,0.385,0.018,0,"6","IL1A",0.367
"PLA2G7",0,0.77751857560688,0.523,0.069,0,"6","PLA2G7",0.454
"VSIG4",0,0.776700876033374,0.447,0.02,0,"6","VSIG4",0.427
"MS4A141",0,0.775436346057851,0.562,0.041,0,"6","MS4A14",0.521
"PMP22",0,0.774353063181152,0.553,0.072,0,"6","PMP22",0.481
"MMP12",0,0.755977170581126,0.487,0.045,0,"6","MMP12",0.442
"LGALS21",0,0.747363376155361,0.445,0.048,0,"6","LGALS2",0.397
"SLAMF8",0,0.745515853260521,0.483,0.048,0,"6","SLAMF8",0.435
"DAPK11",0,0.742551953634729,0.654,0.095,0,"6","DAPK1",0.559
"TTYH31",0,0.731310456209412,0.735,0.151,0,"6","TTYH3",0.584
"TFEC1",0,0.727282131688345,0.54,0.062,0,"6","TFEC",0.478
"SIRPA1",0,0.721084365851652,0.672,0.09,0,"6","SIRPA",0.582
"THBD",0,0.719980979887946,0.468,0.032,0,"6","THBD",0.436
"MMP9",0,0.699950278968209,0.439,0.038,0,"6","MMP9",0.401
"KCTD121",0,0.685843356131084,0.666,0.092,0,"6","KCTD12",0.574
"DOCK4",0,0.679544301144608,0.543,0.073,0,"6","DOCK4",0.47
"CLEC5A",0,0.646651801784618,0.376,0.016,0,"6","CLEC5A",0.36
"GPR84",0,0.618729965420902,0.342,0.009,0,"6","GPR84",0.333
"CD300LB",0,0.596373014360207,0.364,0.026,0,"6","CD300LB",0.338
"CLEC10A",0,0.591459612781439,0.301,0.018,0,"6","CLEC10A",0.283
"TMEM51",0,0.572340025939691,0.412,0.023,0,"6","TMEM51",0.389
"HCAR2",0,0.516439517078413,0.31,0.017,0,"6","HCAR2",0.293
"SLC1A3",0,0.513882875474693,0.28,0.012,0,"6","SLC1A3",0.268
"GRASP",5.47945175142832e-307,0.640406080388684,0.469,0.057,8.31725981349305e-303,"6","GRASP",0.412
"MPEG11",1.09188222673007e-306,0.777394148002451,0.775,0.191,1.65736803195357e-302,"6","MPEG1",0.584
"RNASE6",1.81902664048044e-306,0.82346363018176,0.585,0.093,2.76110053758526e-302,"6","RNASE6",0.492
"CSTA1",1.46672952195944e-305,0.680344665345673,0.522,0.067,2.22634874138223e-301,"6","CSTA",0.455
"CTSL",5.31801562475438e-305,1.03803169593983,0.775,0.208,8.07221591681468e-301,"6","CTSL",0.567
"PAPSS21",2.34749052407291e-303,0.923800679012022,0.561,0.092,3.56325586649027e-299,"6","PAPSS2",0.469
"PHACTR1",6.63435160244002e-303,0.875861816982302,0.825,0.235,1.00702822973437e-298,"6","PHACTR1",0.59
"MERTK",7.64505844082838e-302,0.547699905795412,0.381,0.035,1.16044342073334e-297,"6","MERTK",0.346
"TIMP21",7.23656347007959e-300,0.70980526455607,0.661,0.13,1.09843796912338e-295,"6","TIMP2",0.531
"ALCAM",1.25938023850506e-299,0.674532487682996,0.652,0.12,1.91161326402684e-295,"6","ALCAM",0.532
"FOLR2",3.39582781654766e-298,0.581505880149361,0.288,0.017,5.1545270427377e-294,"6","FOLR2",0.271
"TNFAIP21",5.14399220979106e-298,1.0101425159559,0.874,0.292,7.80806577524186e-294,"6","TNFAIP2",0.582
"NECTIN21",1.57979291340987e-296,0.677455663711709,0.519,0.073,2.39796766326484e-292,"6","NECTIN2",0.446
"HLA-DQA2",1.68022326689775e-290,0.878804504595375,0.718,0.175,2.55041089682409e-286,"6","HLA-DQA2",0.543
"CXCL16",3.06672847297786e-290,0.907159938040659,0.81,0.247,4.6549871491331e-286,"6","CXCL16",0.563
"KLF42",1.23845905657849e-288,0.78921365556941,0.73,0.161,1.8798570019805e-284,"6","KLF4",0.569
"PLXDC21",7.02657088918225e-288,0.83813250155615,0.849,0.304,1.06656319526897e-283,"6","PLXDC2",0.545
"GGTA1P",8.70583016399538e-288,0.526919455766972,0.31,0.022,1.32145796059286e-283,"6","GGTA1P",0.288
"NLRP3",3.04171321873139e-287,0.957200415583532,0.682,0.159,4.61701649471238e-283,"6","NLRP3",0.523
"FPR11",1.48210045434321e-286,0.845341987771929,0.693,0.155,2.24968027964756e-282,"6","FPR1",0.538
"ABCA1",5.11223387367537e-284,0.764871895913509,0.723,0.175,7.75985979685184e-280,"6","ABCA1",0.548
"FCGR2C1",4.09312499158951e-283,0.78350024092609,0.6,0.105,6.21295442473372e-279,"6","FCGR2C",0.495
"HLA-DQB2",6.57927653512719e-283,0.852900998550319,0.747,0.204,9.98668385266956e-279,"6","HLA-DQB2",0.543
"GRINA1",2.34597404159656e-282,0.846266876131383,0.913,0.344,3.56095399773942e-278,"6","GRINA",0.569
"ADAP21",2.40062484738081e-280,0.784601625231279,0.645,0.136,3.64390845583933e-276,"6","ADAP2",0.509
"CLEC7A1",2.86243100269049e-278,0.866438728651311,0.897,0.34,4.34488401898389e-274,"6","CLEC7A",0.557
"TLR41",6.16303101632509e-277,0.534927201752885,0.507,0.075,9.35486477967986e-273,"6","TLR4",0.432
"VASH1",6.64978486615911e-277,0.572988532219923,0.481,0.068,1.00937084483429e-272,"6","VASH1",0.413
"HLA-DRB61",9.51927694969338e-277,0.797289689334687,0.855,0.335,1.44493104819396e-272,"6","HLA-DRB6",0.52
"MS4A6A1",1.84180388061044e-276,0.973018734769378,0.813,0.258,2.79567411037859e-272,"6","MS4A6A",0.555
"S100A91",6.40309906838643e-275,0.925499191760243,0.717,0.158,9.71926407590376e-271,"6","S100A9",0.559
"EMILIN21",2.35247033120178e-272,0.780036327866874,0.769,0.214,3.57081471573119e-268,"6","EMILIN2",0.555
"CTSZ",2.36260561810082e-270,0.566462008947197,0.324,0.027,3.58619906771523e-266,"6","CTSZ",0.297
"METRNL",5.69682840513665e-270,0.86822251752044,0.73,0.176,8.64721583615692e-266,"6","METRNL",0.554
"TLR21",5.80365745575858e-266,0.789135154773217,0.72,0.195,8.80937165209594e-262,"6","TLR2",0.525
"TMEM176B2",3.28165300254962e-265,0.858911926815038,0.69,0.16,4.98122109257006e-261,"6","TMEM176B",0.53
"SPHK1",2.61864426600447e-264,0.785626221932661,0.487,0.076,3.97484013136818e-260,"6","SPHK1",0.411
"OSM",9.51659967487313e-262,0.868961008233119,0.634,0.138,1.44452466464899e-257,"6","OSM",0.496
"GPX3",1.35037503970109e-259,0.673470894572181,0.417,0.053,2.04973427276229e-255,"6","GPX3",0.364
"CCL2",8.01529777468203e-254,0.761593575353393,0.396,0.049,1.21664204921899e-249,"6","CCL2",0.347
"SPRED1",1.11752299278598e-253,0.535521019267995,0.474,0.074,1.69628815074984e-249,"6","SPRED1",0.4
"LST11",1.62454069592167e-253,0.863282151870413,0.937,0.438,2.46589032233951e-249,"6","LST1",0.499
"ITGAX1",6.77341445818589e-253,0.879967989951462,0.958,0.559,1.02813658060804e-248,"6","ITGAX",0.399
"AGAP3",1.03606639223136e-252,0.716955285043913,0.568,0.107,1.57264517676798e-248,"6","AGAP3",0.461
"GPNMB",8.79399168344368e-250,0.855275213154618,0.634,0.157,1.33483999762992e-245,"6","GPNMB",0.477
"CCL3",2.69032539490701e-249,1.02990500446614,0.84,0.324,4.08364491692935e-245,"6","CCL3",0.516
"RETN1",1.06496859673548e-247,0.684802769901421,0.337,0.033,1.61651583298478e-243,"6","RETN",0.304
"DAB2",6.20319324676745e-247,0.67585558564796,0.615,0.129,9.41582702926832e-243,"6","DAB2",0.486
"ADAM9",9.26985337539578e-246,0.610529529785593,0.556,0.106,1.40707104385133e-241,"6","ADAM9",0.45
"FCGRT1",2.03610078243491e-244,0.833867884018199,0.852,0.282,3.09059737765795e-240,"6","FCGRT",0.57
"ALOX51",3.46127561828866e-243,0.721157268790932,0.894,0.294,5.25387026100036e-239,"6","ALOX5",0.6
"TMEM52B",2.77014377217589e-239,0.978875984337354,0.612,0.154,4.20480123178578e-235,"6","TMEM52B",0.458
"PLD4",4.02316356478549e-239,0.571342912832241,0.364,0.042,6.10675997498789e-235,"6","PLD4",0.322
"HLA-DRA1",1.76509018880263e-237,0.697849665390469,0.999,0.741,2.67923039758351e-233,"6","HLA-DRA",0.258
"RNF19B",5.45862144319496e-237,0.730254362854571,0.622,0.144,8.28564148862564e-233,"6","RNF19B",0.478
"C1ORF54",2.12199803745276e-236,0.638119183382371,0.399,0.053,3.22098082104954e-232,"6","C1ORF54",0.346
"CD931",2.4240391942954e-235,0.670362684321458,0.682,0.191,3.67944909302099e-231,"6","CD93",0.491
"MCTP11",1.13313328595314e-234,0.731681854742962,0.624,0.14,1.71998301474827e-230,"6","MCTP1",0.484
"NRP2",5.58127726840733e-234,0.651075130992043,0.508,0.097,8.47182076571549e-230,"6","NRP2",0.411
"IL4I1",1.97157466030388e-232,0.717524739970029,0.559,0.116,2.99265317687526e-228,"6","IL4I1",0.443
"PPIF",2.19401436296371e-228,0.882505433493633,0.859,0.333,3.33029440154262e-224,"6","PPIF",0.526
"CYB5D1",1.01613951117781e-227,0.752860056000031,0.529,0.108,1.5423981640168e-223,"6","CYB5D1",0.421
"SLCO2B1",1.46606753113768e-225,0.736842505253184,0.549,0.125,2.22534390551388e-221,"6","SLCO2B1",0.424
"PTAFR1",4.06787341220348e-225,0.718539068592235,0.685,0.203,6.17462505238366e-221,"6","PTAFR",0.482
"FGL21",4.19127655435822e-225,0.74150584850655,0.84,0.288,6.36193868186034e-221,"6","FGL2",0.552
"C5AR11",1.1710968462568e-224,0.763602318891522,0.802,0.278,1.77760790293319e-220,"6","C5AR1",0.524
"ASTL",1.22335983953865e-224,0.637075798642621,0.337,0.039,1.85693790043572e-220,"6","ASTL",0.298
"CTSH1",1.48990198628283e-224,0.837438039421866,0.843,0.299,2.2615222249787e-220,"6","CTSH",0.544
"OTUD1",1.81922544481137e-224,0.550438374497399,0.484,0.084,2.76140230267918e-220,"6","OTUD1",0.4
"SDS",3.47273930434716e-224,0.843371361435847,0.628,0.172,5.27127099006855e-220,"6","SDS",0.456
"ZNF385A1",5.56152919664469e-224,0.592890907297574,0.565,0.115,8.44184516758697e-220,"6","ZNF385A",0.45
"CCDC88A1",2.83661108062603e-223,0.760219125333561,0.868,0.355,4.30569195928225e-219,"6","CCDC88A",0.513
"DMXL21",5.87201004441709e-223,0.820565474368925,0.82,0.314,8.91312404642071e-219,"6","DMXL2",0.506
"SERPING1",5.7432488772077e-222,0.626524276490879,0.438,0.069,8.71767747071357e-218,"6","SERPING1",0.369
"ICAM1",1.40256636221323e-221,0.834272943701446,0.942,0.489,2.12895548120346e-217,"6","ICAM1",0.453
"GRN1",1.23703002421064e-219,0.762327706067338,0.937,0.426,1.87768787374933e-215,"6","GRN",0.511
"IL13RA1",9.85657063218644e-219,0.602391347521036,0.58,0.136,1.49612885625958e-214,"6","IL13RA1",0.444
"RNF144B1",4.15990929568665e-218,0.701738100881294,0.597,0.146,6.31432631992277e-214,"6","RNF144B",0.451
"UBE2E2",3.87208683333026e-217,0.594681065623116,0.45,0.074,5.877440604312e-213,"6","UBE2E2",0.376
"ATP13A3",8.06345721159489e-216,0.818922786756603,0.771,0.267,1.22395217014799e-211,"6","ATP13A3",0.504
"SGK1",2.54775156275117e-215,0.824474760983467,0.903,0.444,3.86723209709999e-211,"6","SGK1",0.459
"CD83",1.42892396358551e-212,0.798438256388154,0.958,0.527,2.16896368432644e-208,"6","CD83",0.431
"SNAI1",4.42711533454888e-212,0.626870713619252,0.373,0.052,6.71991836631175e-208,"6","SNAI1",0.321
"SLC31A21",5.24186614013431e-210,0.705506932388401,0.64,0.163,7.95662861410987e-206,"6","SLC31A2",0.477
"OSCAR1",8.61642156356483e-208,0.587907525169717,0.477,0.088,1.30788662913351e-203,"6","OSCAR",0.389
"TM6SF1",5.38854688773808e-206,0.544342966131363,0.406,0.063,8.17927532089763e-202,"6","TM6SF1",0.343
"GSN",1.51060601123014e-205,0.762714365193076,0.837,0.363,2.29294886444623e-201,"6","GSN",0.474
"SOD2",9.38015269218436e-205,0.575233644716772,0.999,0.99,1.42381337714666e-200,"6","SOD2",0.00900000000000001
"HLA-DQB1",3.74468450711838e-203,0.728919345490652,0.942,0.526,5.68405661335499e-199,"6","HLA-DQB1",0.416
"CSF3R1",3.75368710298833e-201,0.803962086360506,0.771,0.296,5.69772165362599e-197,"6","CSF3R",0.475
"IFNGR21",5.31132970553726e-200,0.684575364126311,0.793,0.256,8.062067360035e-196,"6","IFNGR2",0.537
"RNF1301",2.80202254557039e-199,0.789916111356937,0.849,0.387,4.2531900219213e-195,"6","RNF130",0.462
"MXD1",2.09814381202452e-198,0.746210534086074,0.817,0.306,3.18477249227201e-194,"6","MXD1",0.511
"FCGR2B",2.44983710072621e-197,0.708744590054096,0.618,0.164,3.71860773519232e-193,"6","FCGR2B",0.454
"SLC7A71",9.81711919774073e-197,0.665302709525323,0.642,0.17,1.49014052302507e-192,"6","SLC7A7",0.472
"GK1",3.9646967456515e-196,0.824765246208939,0.855,0.37,6.01801319022441e-192,"6","GK",0.485
"NFKBIE",3.49549848808134e-195,0.668145366935366,0.589,0.148,5.30581715505867e-191,"6","NFKBIE",0.441
"KYNU1",7.083599145243e-195,0.746281047498372,0.973,0.844,1.07521951425643e-190,"6","KYNU",0.129
"CYFIP1",3.5440319282352e-193,0.569284662564701,0.591,0.144,5.37948606386821e-189,"6","CYFIP1",0.447
"ZMIZ1",8.65357617607289e-193,0.610577572382532,0.727,0.235,1.3135263277661e-188,"6","ZMIZ1",0.492
"ADPRH",2.70329190366457e-192,0.528526790388515,0.459,0.088,4.10332678057245e-188,"6","ADPRH",0.371
"RASSF41",7.92874190326856e-192,0.684810921385792,0.634,0.174,1.20350373349713e-187,"6","RASSF4",0.46
"PLSCR1",3.01047512719921e-191,0.72575009552424,0.877,0.373,4.56960019557569e-187,"6","PLSCR1",0.504
"BEST11",7.90174693608253e-191,0.589480808854995,0.969,0.626,1.19940616742797e-186,"6","BEST1",0.343
"CEBPB1",1.18805017156119e-190,0.684810290283727,0.735,0.24,1.80334135541273e-186,"6","CEBPB",0.495
"CD801",1.71325494673334e-190,0.546345255915239,0.367,0.056,2.60054968364654e-186,"6","CD80",0.311
"TUBB6",2.76024518132353e-189,0.618953314099823,0.471,0.094,4.18977616073099e-185,"6","TUBB6",0.377
"LRP11",5.10732329935066e-189,0.608394139417049,0.714,0.23,7.75240603608437e-185,"6","LRP1",0.484
"LY96",1.08773171786903e-188,0.66020892994637,0.532,0.113,1.6510679745534e-184,"6","LY96",0.419
"CLEC4A1",1.55316915393745e-188,0.647874128203003,0.526,0.119,2.35755545876165e-184,"6","CLEC4A",0.407
"CCL3L3",3.98743906029316e-188,0.874002865552343,0.793,0.311,6.05253374961899e-184,"6","CCL3L3",0.482
"F13A11",2.46489098626709e-187,0.523601691171114,0.379,0.06,3.74145802805482e-183,"6","F13A1",0.319
"OGFRL11",2.33346774893818e-186,0.533676200130105,0.654,0.201,3.54197069611326e-182,"6","OGFRL1",0.453
"MPP1",2.57787188805804e-184,0.72721194509261,0.645,0.185,3.91295173888329e-180,"6","MPP1",0.46
"CXCL10",5.49689021869738e-184,0.501460796403655,0.294,0.036,8.34372966296075e-180,"6","CXCL10",0.258
"SH2B31",2.67502533946387e-183,0.61533914372012,0.7,0.226,4.0604209627722e-179,"6","SH2B3",0.474
"FBP1",4.8874128345883e-183,0.636872058883388,0.49,0.105,7.41860394162159e-179,"6","FBP1",0.385
"CSF2RA1",6.80117854422637e-183,0.638208151821277,0.912,0.58,1.03235089122812e-178,"6","CSF2RA",0.332
"PLXNC11",1.24249024696956e-182,0.546406794289375,0.634,0.171,1.8859759458751e-178,"6","PLXNC1",0.463
"LILRB31",4.37284977582909e-182,0.647063044706056,0.669,0.224,6.63754867473097e-178,"6","LILRB3",0.445
"HLA-DOA",2.85827531961715e-181,0.657703276707823,0.663,0.224,4.33857610764687e-177,"6","HLA-DOA",0.439
"IRF8",4.07846416061415e-181,0.666213836773132,0.747,0.247,6.19070074939622e-177,"6","IRF8",0.5
"ADAMTSL41",3.28660435901109e-179,0.651026973836797,0.651,0.203,4.98873675654294e-175,"6","ADAMTSL4",0.448
"SHTN11",1.65180653892136e-178,0.516046221938237,0.502,0.118,2.50727714542874e-174,"6","SHTN1",0.384
"PLXND11",1.16884789682041e-177,0.626869165455709,0.498,0.112,1.7741942225837e-173,"6","PLXND1",0.386
"HLA-DMB1",2.52321164575711e-177,0.752088638756564,0.798,0.319,3.82998295709471e-173,"6","HLA-DMB",0.479
"HK31",8.58540461771521e-177,0.625668185424077,0.453,0.09,1.30317856692299e-172,"6","HK3",0.363
"LILRB4",3.70715291289637e-176,0.741434028615239,0.738,0.313,5.6270874064854e-172,"6","LILRB4",0.425
"ATF3",8.8458318880828e-176,0.699458877900884,0.795,0.306,1.34270882229209e-171,"6","ATF3",0.489
"NPC21",2.30204698806387e-175,0.689290985859201,0.919,0.443,3.49427712318214e-171,"6","NPC2",0.476
"CD81",1.38673490352362e-174,0.728996516662821,0.7,0.242,2.10492491005851e-170,"6","CD81",0.458
"PEA15",4.56478203805985e-174,0.629756461940575,0.702,0.226,6.92888265557105e-170,"6","PEA15",0.476
"MSR1",1.12377488488815e-173,0.797338569980755,0.738,0.357,1.70577789777173e-169,"6","MSR1",0.381
"GLUL",1.85579114918437e-173,0.708163998531181,0.924,0.483,2.81690538534696e-169,"6","GLUL",0.441
"LPCAT21",2.9359000964257e-173,0.625050335067444,0.561,0.158,4.45640275636457e-169,"6","LPCAT2",0.403
"CREG1",5.22435801360341e-173,0.69043879923871,0.673,0.217,7.93005302884862e-169,"6","CREG1",0.456
"PLTP",8.41194962822987e-173,0.505097003526681,0.364,0.06,1.27684983406901e-168,"6","PLTP",0.304
"HLA-DRB1",2.67616404022401e-171,0.501337797348209,0.993,0.761,4.06214939665603e-167,"6","HLA-DRB1",0.232
"LGMN",1.03278266019518e-170,0.740038092262352,0.742,0.298,1.56766079991026e-166,"6","LGMN",0.444
"FGD41",1.05683983828495e-170,0.642216351955018,0.703,0.256,1.60417719053273e-166,"6","FGD4",0.447
"GM2A",1.1024788072898e-170,0.562044404726203,0.649,0.194,1.67345258158519e-166,"6","GM2A",0.455
"CTSB",3.1377897878289e-170,0.543013202028698,0.987,0.803,4.76285111894549e-166,"6","CTSB",0.184
"TMEM176A1",4.51152943089584e-170,0.66190944011958,0.567,0.154,6.8480505231568e-166,"6","TMEM176A",0.413
"HSPA71",2.65164626784182e-169,0.636086676853563,0.454,0.1,4.02493386995709e-165,"6","HSPA7",0.354
"FGD21",7.9370368260047e-168,0.629734723052774,0.802,0.346,1.20476281981925e-163,"6","FGD2",0.456
"ENPP2",5.08349766449867e-167,0.503244798725977,0.387,0.074,7.71624110494253e-163,"6","ENPP2",0.313
"QKI1",7.63862406778395e-167,0.58499358825452,0.756,0.269,1.15946674724893e-162,"6","QKI",0.487
"ENG",4.9648590943608e-166,0.534329905603085,0.54,0.137,7.53615961933026e-162,"6","ENG",0.403
"LILRA61",5.45355928652157e-166,0.566087095280921,0.531,0.142,8.2779576410111e-162,"6","LILRA6",0.389
"TIMP11",5.68702685729803e-166,0.733166883551346,0.925,0.457,8.63233806669268e-162,"6","TIMP1",0.468
"S100A81",4.8063628719454e-165,0.709903867262166,0.493,0.112,7.29557820332593e-161,"6","S100A8",0.381
"SIGLEC91",1.17984272752246e-164,0.529078013446851,0.403,0.077,1.79088327610635e-160,"6","SIGLEC9",0.326
"SYK1",1.72675915695207e-164,0.561515072813507,0.79,0.296,2.62104772433754e-160,"6","SYK",0.494
"IRAK31",1.42986041133484e-163,0.548191143716337,0.498,0.121,2.17038511836515e-159,"6","IRAK3",0.377
"LRRC251",2.12716685362033e-163,0.591424869249088,0.52,0.136,3.22882656711029e-159,"6","LRRC25",0.384
"NR4A3",3.90796788785888e-163,0.692193199719818,0.861,0.411,5.93190445698099e-159,"6","NR4A3",0.45
"ABL2",5.7819134254316e-163,0.787366094907143,0.769,0.391,8.77636638846263e-159,"6","ABL2",0.378
"HLA-DQA1",1.62776393134604e-162,0.642120514860183,0.912,0.575,2.47078287139015e-158,"6","HLA-DQA1",0.337
"FAM49A",2.08958811609714e-162,0.582708411047204,0.661,0.197,3.17178580142385e-158,"6","FAM49A",0.464
"ST3GAL6",7.7324694174959e-161,0.611157109600895,0.522,0.144,1.1737115328817e-156,"6","ST3GAL6",0.378
"TYMP1",4.23074558645812e-160,0.623090849391736,0.949,0.564,6.42184872568479e-156,"6","TYMP",0.385
"PLEK2",4.53223803797244e-160,0.676180277831495,0.945,0.517,6.87948411783836e-156,"6","PLEK",0.428
"PLBD11",3.44732707884469e-158,0.56494311484077,0.555,0.153,5.23269777297836e-154,"6","PLBD1",0.402
"CD40",5.98315278472649e-158,0.606108197971947,0.552,0.15,9.08182761193633e-154,"6","CD40",0.402
"DENND5A1",1.21996156015515e-156,0.689389811553628,0.673,0.244,1.85177965215951e-152,"6","DENND5A",0.429
"SDSL",2.38834042799494e-156,0.557248614304273,0.423,0.093,3.62526193565353e-152,"6","SDSL",0.33
"CEBPD1",6.93700617178776e-156,0.525922110995312,0.588,0.163,1.05296816681566e-151,"6","CEBPD",0.425
"CD3021",1.8325434083793e-155,0.514190489880083,0.579,0.171,2.78161763957893e-151,"6","CD302",0.408
"CCR11",8.5021601280221e-154,0.555924296570738,0.508,0.132,1.29054288583247e-149,"6","CCR1",0.376
"EREG",9.01617084434763e-154,0.897320312495777,0.667,0.263,1.36856457246353e-149,"6","EREG",0.404
